name,id,qid,display_name,full_names,duplicate_of
Kees Aarnink,A1411,,Kees Aarnink,,
B van Aartsen; Bob van Aartsen,A1,Q55007485,Bob van Aartsen,Leendert Izaak Pieter van Aartsen,
Johan Abenius,A2,,Johan Abenius,,
Henri-Pierre Aberlenc,A3,Q103160499,Henri-Pierre Aberlenc,,
C van Achterberg; Cees van Achterberg; Kees van Achterberg,A4,Q21340406,Cees van Achterberg,Cornelis van Achterberg; Kees van Achterberg,
D M Ackland,A5,Q106464337,David Michael Ackland,,
David J L Agassiz,A6,Q21388020,David John Lawrence Agassiz,,
Gian Luca Agnoli,A7,Q104876392,Gian Luca Agnoli,,
Donat Agosti,A8,Q20650434,Donat Agosti,,
Florencio Aguirrezabalaga,A9,,Florencio Aguirrezabalaga,,
E J Al,A10,,E J Al,,
Xavier Vázquez-Albalate,A11,,Xavier Vázquez-Albalate,,
Vincent Albouy,A12,,Vincent Albouy,,
José Luis Nieves Aldrey,A13,Q21390008,José Luis Nieves Aldrey,,
Geoffrey W Allen,A14,,Geoffrey W Allen,,
José Maria Dusmet y Alonso,A15,Q55008258,José Maria Dusmet y Alonso,,
Miguel Alonso,A16,Q21076183,Miguel Alonso,,
Han Alta,A17,Q107371655,Johannes Alta,Han Alta,
Florian Altermatt,A18,Q21337616,Florian Altermatt,,
Roman Alther,A19,Q54670051,Roman Alther,,
Tom Alvestad,A20,Q21393971,Tom Alvestad,,
Carme Alós,A21,,Carme Alós,,
Felix Amiet,A22,Q107664361,Felix Amiet,Félix Amiet,
Dalton De Souza Amorim,A23,Q21339931,Dalton De Souza Amorim,,
C Amédégnato,A24,Q21340473,Christiane Amédégnato,Christiane Amédégnato-Loisele,
Arne Andersen,A25,,Arne Andersen,,
Trond Andersen,A26,Q22112892,Trond Andersen,,
Roy Anderson,A27,Q28815160,Roy Anderson,,
Göran Andersson,A28,Q77033535,Göran Andersson,,
Ana Cristina Andreu,A29,Q63198319,Ana Cristina Andreu,,
Marc André,A30,Q45012034,Marc André,,
Fernand Angel,A31,Q3069031,Fernand Angel,,
Alexander V Antropov; Alexander Valentinovich Antropov,A32,Q22106983,Alexander Valentinovich Antropov,,
Sandra Antunes,A33,Q21388370,Sandra Antunes,,
Luisa M Díaz-Aranda,A34,Q86545839,Luisa M Díaz-Aranda,,
Javier Arbea,A35,Q21338461,Javier Arbea,Javier Ignacio Arbea-Polite,
M E Archer,A36,Q22105976,Michael Edward Archer,,
Werner Arens,A37,Q111460846,Werner Arens,,
Antonio Arillo,A38,Q21391935,Antonio Arillo,,
Jo Vegar Arnekleiv,A39,Q107372342,Jo Vegar Arnekleiv,,
Sandrine Cros-Arteil,A40,Q113031765,Sandrine Cros-Arteil,,
Jorge N Artigas,A41,,Jorge Narciso Artigas,Jorge Narciso José Artigas,
Peter D Ashlock,A42,Q21388313,Peter Dunning Ashlock,,
R R Askew,A43,Q22109519,Richard Robinson Askew,,
Horst Aspöck,A44,Q21339015,Horst Aspöck,,
Ulrike Aspöck,A45,Q21339012,Ulrike Aspöck,,
Thorsten Assmann,A46,Q2429050,Thorsten Assmann,,
Yulia Vyacheslavovna Astafurova,A47,Q22112696,Yulia Vyacheslavovna Astafurova,,
Jacques-F Aubert; Jacques Aubert,A48,Q3158155,Jacques-François Aubert,Jacques Aubert,
Razzaq Shalan Augul,A49,,Razzaq Shalan Augul,,
Berend Aukema,A50,Q26250609,Berend Aukema,,
Romana Capaccioni-Azzati,A51,Q41905832,Romana Capaccioni-Azzati,,
Jelena Ačanski,A52,Q21392187,Jelena Ačanski,,
BLWG,A53,Q2268329,BLWG,Bryologische en Lichenologische Werkgroep,
Davide Badano,A54,Q27922246,Davide Badano,,
André Badonnel,A55,Q4759817,André Badonnel,,
Jean Georges Baer,A56,Q6170741,Jean Georges Baer,,
Hannco P A J Bakker,A57,Q47301895,Hannco Bakker,Piet A J Bakker,
Wim Bakker,A58,Q104107621,Wim Bakker,Wim H Bakker,
Alfred Balachowsky,A59,Q2340504,Alfred Balachowsky,Alfred Serge Balachowsky,
Stuart G Ball,A60,Q107616475,Stuart Gordon Ball,,
Józef Banaszak,A61,Q11729896,Józef Banaszak,,
Natalie Banks,A62,Q117753849,Natalie Banks,,
Jacques Baraud,A63,Q47494869,Jacques Baraud,,
Yvan Barbier,A64,Q107665169,Yvan Barbier,,
Maxwell V L Barclay,A65,Q6794555,Maxwell V L Barclay,,
Aat Barendregt,A66,Q58151171,Aat Barendregt,,
Peter Barnard,A67,Q112549664,Peter Barnard,,
Ruth Barnich,A68,Q16438861,Ruth Barnich,,
Enrique García-Barros,A69,Q21392422,Enrique García-Barros,,
G Mandahl-Barth,A70,Q101552344,Georg Mandahl-Barth,Georg Daniel Mandahl-Barth,
Hans Bartsch,A71,,Hans Bartsch,,
Roberto Battiston,A72,Q59223797,Roberto Battiston,,
Vincent Baudraz,A1400,,,,
Michel Baudraz,A1401,,,,
Ernst Bauernfeind,A73,Q27440720,Ernst Bauernfeind,,
Jean-Yves Baugnée,A74,Q107631264,Jean-Yves Baugnée,,
Władysław Bazyluk,A75,Q21339225,Władysław Bazyluk,,
Regina Bańkowska,A76,Q60837892,Regina Bańkowska,Regina Bańkowska-Pisarska,
Antonio Bea,A77,,Antonio Bea,,
Jean-Claude Beaucournu,A78,Q27056162,Jean-Claude Beaucournu,,
Jacques De Beaumont,A79,Q3160240,Jacques De Beaumont,,
Stella D Beavan,A80,,Stella D Beavan,,
Dick Bekker,A81,,Dick Bekker,,
Heiko Bellman,A82,Q1594642,Heiko Bellman,,
Xavier Bellés,A83,Q21339357,Xavier Bellés,Xavier Bellés i Ros,
Claude Belpaire,A84,Q60660044,Claude Belpaire,,
Robert Belshaw,A85,Q21341994,Robert Belshaw,,
Klaas-Douwe Benediktus,A86,Q21076301,Klaas-Douwe Benediktus Dijkstra,,
Bengt Å Bengtsson,A87,Q21077783,Bengt Å Bengtsson,,
Pater Benno,A88,Q107564591,Pater Benno,Johannes Adrianus Vergeest,
Ulrich Bense,A89,Q106989274,Ulrich Bense,,
Robert Bernard Benson,A90,Q55016032,Robert Bernard Benson,,
P B Berents,A91,Q107882594,‪Penelope B Berents,Penny Berents; Penelope Berents,
Alexander Berg,A92,Q22106740,Alexander Berg,,
Aart van den Berg,A93,,Aart van den Berg,,
Matty P Berg; M Berg; Matty Berg,A94,Q55948263,Matty Berg,Matheus Petrus Berg,
Matz Berggren,A95,Q22103614,Matz Berggren,,
Johannes Bergsten,A96,Q21858544,Johannes Bergsten,,
Bibiche Berkholst,A97,,Bibiche Berkholst,,
Lucien Berland,A98,Q1873379,Lucien Berland,,
Francis Bernard,A99,,Francis Bernard,,
R Bernasconi,A100,Q89801982,Reno Bernasconi,,
Michel Bertrand,A101,,Michel Bertrand,,
Celia Besteiro,A102,Q53349665,Celia Besteiro,,
Emma Betts,A103,,Emma Betts,,
Paul Beuk; Paul L T Beuk,A104,Q50822480,Paul Leonardus Theodorus Beuk,Paulus Leonardus Theodorus Beuk,
Leo Beukeboom,A105,,Leo Beukeboom,,
Wouter Beukema,A106,Q54503761,Wouter Beukema,,
Frits van Beusekom,A107,,Frits van Beusekom,,
J Beyens,A108,,J Beyens,,
Marina J Orlova-Bienkowskaja,A109,Q91330951,Marina J Orlova-Bienkowskaja,,
Andrzej O Bieńkowski,A110,Q21339787,Andrzej Olegovič Bieńkowski,,
David T Bilton,A111,Q54555018,David T Bilton,,
A Binazzi,A112,,A Binazzi,,
Jacques Bitsch,A113,Q96001270,Jacques Bitsch,,
Vítězslav Bičík,A114,Q95097924,Vítězslav Bičík,,
Ulf Bjelke,A115,Q21745494,Ulf Bjelke,,
Roger Laurence Blackman,A116,Q22112358,Roger Laurence Blackman,,
Michel Blanc,A117,Q22114018,Michel Blanc,,
Sofia Blank,A118,Q133519005,Sofia Blank,Sofia Gylje Blank,
Michel Blant,A119,,Michel Blant,,
Rumsaïs Blatrix,A120,Q59668767,Rumsaïs Blatrix,,
Ortwin Bleich,A121,Q112972220,Ortwin Bleich,,
Theo Blick,A122,Q21341168,Theo Blick,,
Henning Blom,A123,Q21503184,Henning Blom,,
Jan van der Blom,A124,Q112972239,Jan van der Blom,,
Paul Blüthgen,A125,Q107562,Paul Blüthgen,August Victor Paul Blüthgen,
Geneviève Bobin,A126,Q113628524,Geneviève Bobin,,
Michiel Boeken,A127,Q111822401,Michiel Boeken,,
Peter Boer,A128,Q54864174,Peter Boer,,
Pieter J den Boer,A129,Q112972258,Pieter Johannes den Boer,Piet den Boer,
E Boer,A130,Q116211296,Edu Boer,,
Johan Bogaert,A131,,Johan Bogaert,,
Petr Bogusch,A132,Q25441216,Petr Bogusch,,
Richard M Bohart; Richard Mitchell Bohart,A133,Q7327533,Richard Mitchell Bohart,,
Jaroslav Boháč,A134,Q28600664,Jaroslav Boháč,,
Bobby Bok,A135,,Bobby Bok,,
Barry Bolton,A136,Q4741531,Barry Bolton,,
Lucio Bonato,A137,Q21389253,Lucio Bonato,,
Bernard Bordy,A138,Q107616877,Bernard Bordy,,
Lech Borowiec,A139,Q19973842,Lech Borowiec,,
F Bos,A140,,Frank Bos,,
Johan van 't Bosch,A141,,Johan van 't Bosch,,
Robert Bosmans,A142,Q21341165,Robert Bosmans,,
Rop Bosmans,A143,,Rop Bosmans,,
M Bosveld,A144,,Marja Bosveld,,
Sander Bot,A145,Q21491474,Sander Bot,,
Z R J Boubek; Zdeněk Bouček,A146,Q25171983,Zdeněk Rudolf Jan Bouček,,
Caroline Boudreault,A147,Q25440023,Caroline Boudreault,,
Estève Boutaud,A148,Q47525118,Estève Boutaud,,
Eugène-Louis Bouvier,A149,Q526527,Eugène-Louis Bouvier,,
Jaap Bouwman,A150,Q112972331,Jaap Bouwman,Jaap H Bouwman,
Jozef K A van Boven,A151,Q55073693,Jozef Karel Alphons van Boven,,
Ben Boyd,A152,,Ben Boyd,,
Etienne Branquart,A153,Q107614524,Etienne Branquart,,
Yoan Braud,A154,Q113628246,Yoan Braud,,
Matt E Braunwalder,A155,,Matt E Braunwalder,,
Florentino Braña,A156,,Florentino Braña,,
Ilse Breitwieser,A157,Q21516475,Ilse Breitwieser,,
Floris Brekelmans,A158,Q112972352,Floris Brekelmans,,
Martin J D Brendell,A159,Q107616906,Martin John Dudley Brendell,,
Robert Brightwell,A160,,Robert Brightwell,,
Gerard Brinkman,A161,,Gerard Brinkman,,
María del Carmen Brito,A162,,María del Carmen Brito,,
E B Britton,A163,Q21338129,Everard Baldwin Britton,,
Gavin R Broad,A164,Q21388543,Gavin R Broad,,
Christophe Brochard,A165,Q107616978,Christophe J E Brochard,,
J P Brock,A166,,J P Brock,James Patrick Brock?,
Reinoud van den Broek,A167,,Reinoud van den Broek,,
Sim Broekhuizen,A168,,Sim Broekhuizen,,
Henry Wilfred Brolemann,A169,Q21055003,Henry Wilfred Brolemann,Henri Wilfred Brölemann,
Arthur Erwin Brown,A170,Q2865089,Arthur Erwin Brown,,
Samuel D J Brown,A171,Q22111968,Samuel David James Brown,,
Francis Balfour-Browne,A172,Q8004264,Francis Balfour-Browne,William Alexander Francis Balfour-Browne,
Paul R G Browning,A173,,Paul R G Browning,,
Jos Bruers,A174,,Jos Bruers,,
Ben Brugge,A175,,Ben Brugge,,
John Bruinsma,A176,,John Bruinsma,,
Luc De Bruyn,A177,Q43265517,Luc De Bruyn,,
Rykel de Bruyne; Rykel H de Bruyne,A178,Q2304031,Rykel de Bruyne,,
Arten Rudolf Bryner,A179,Q63854263,Rudolf Bryner,,
Jens Brændegård,A180,Q55019827,Jens Brændegård,Jens Rasmus Jensen Brændegård,
F D Buck,A181,Q55021451,Frederick Duncan Buck,,
Matthias Buck,A182,Q38722295,Matthias Buck,,
Graham Budd,A183,Q5589492,Graham Budd,,
Rick Buesink,A184,,Rick Buesink,,
Herbert Buhr,A185,Q1608109,Herbert Buhr,,
Jörn Buse,A186,Q48021262,Jörn Buse,,
Jan C Buys,A187,,Jan C Buys,,
Matt Buys,A188,Q18983420,Matt Buys,Matthias Hendrik Buys,
Filippo Maria Buzzetti,A189,Q21491459,Filippo Maria Buzzetti,,
Rune Bygebjerg,A190,Q133520150,Rune Bygebjerg,,
B E Bykhovskiĭ,A191,Q4101270,Boris Evseevitch Bychowsky,Борис Евсеевич Быховский,
Gerhard Bächli,A192,Q58413061,Gerhard Bächli,,
Lucas Bérenger,A193,,Lucas Bérenger,,
Pavel Bína,A194,Q107617102,Pavel Bína,,
Christoph Bühler,A195,Q121816298,Christoph Bühler,,
CBIT,A196,,CBIT,,
Martin C Cadée,A197,,Martin C Cadée,,
Roberto A. Cambra,A198,Q27868232,Roberto A Cambra,,
Carmen Elisa Sáinz-Cantero,A199,,Carmen Elisa Sáinz-Cantero,,
Kees J Canters,A200,,Kees Jan Canters,,
Pierre Cantot,A201,,Pierre Cantot,,
Andree Cappellari,A202,,Andree Cappellari,,
Simon Capt,A203,Q121816315,Simon Capt,,
O Carlgren,A204,Q1803764,Oskar Carlgren,,
Santiago Pagola-Carte,A205,,Santiago Pagola-Carte,,
F A Carvalho,A206,Q54552779,Fernanda Antunes Carvalho,,
Gerry Cassis,A207,Q21340560,Gerry Cassis,Gerasimos Cassis,
Claude Caussanel,A208,Q2977150,Claude Caussanel,,
Björn Cederberg,A209,Q107379457,Björn Cederberg,,
Tomas Cedhagen,A210,Q87686178,Tomas Cedhagen,,
Waldemar Celary,A211,Q55391503,Waldemar Celary,,
Pierfilippo Cerretti,A212,Q21390683,Pierfilippo Cerretti,,
Maria Lourdes Chamorro,A213,Q22109736,Maria Lourdes Chamorro,,
Peter J Chandler; Peter Chandler,A214,Q22109506,Peter John Chandler,,
Gaëtan du Chatenet,A215,,Gaëtan du Chatenet,,
David K B Cheung,A216,,David K B Cheung,,
Édouard Chevreux,A217,Q3579776,Édouard Chevreux,,
Michael Chinery,A218,Q3308105,Michael Chinery,,
P M Choate,A219,,Paul Merrill Choate,,
Lucien Chopard,A220,Q951746,Lucien Chopard,,
Pater Chrysanthus,A221,Q21339490,Pater Chrysanthus,Wilhelmus Ebgertus Antonius Janssen,
Milan Chvála,A222,Q6850521,Milan Chvála,,
Frédéric Chérot,A223,Q22108985,Frédéric Chérot,,
Tomasz Cierzniak,A224,Q42393191,Tomasz Cierzniak,,
Harald Cigler,A225,Q121816381,Harald Cigler,,
Jean Claessens,A226,Q6451856,Jean Claessens,,
Marijke Claessens,A227,,Marijke Claessens,,
R Q S Clarke,A228,Q22112117,Robin Oscar Stewart Clarke,,
Jocelyn Claude,A229,,Jocelyn Claude,,
M Weis Clausen,A230,,Martha Weis Clausen,,
David K Clements,A231,Q107486385,David Kenneth Clements,,
L Clunie,A232,,L Clunie,,
Joaquín Abolafía Cobaleda,A233,,Joaquín Abolafía Cobaleda,,
Ralph Leonard Coe,A234,Q55024782,Ralph Leonard Coe,,
Ed O Colijn; Ed Colijn; E O Colijn,A235,Q21339834,Ed Colijn,,
Cedric A Collingwood,A236,Q21341236,Cedric Alex Collingwood,,
Gérard Collomb,A237,,Gérard Collomb,,
José Ignacio López Colón,A238,Q78683393,José Ignacio López Colón,,
Jean-Christophe Compte,A239,,Jean-Christophe Compte,,
Jérome Constant,A240,Q21391208,Jérome Constant,,
Alan Cooper,A241,,Alan Cooper,,
Armin Coray,A242,,Armin Coray,,
José María Salgado Costas,A243,Q22113982,José María Salgado Costas,,
Roger Costesseque,A244,Q55025336,Roger Costessèque,,
Jacques Coulon,A245,,Jacques Coulon,,
Michael L Cox,A246,,Michael L Cox,,
Francis Farr-Cox,A247,Q125389307,Francis Farr-Cox,Francis Leigh Farr-Cox,
Tineke Cramer,A248,,Tineke Cramer,,
Raymond C M Creemers; Raymond Creemers,A249,,Raymond Creemers,,
Stuart M Crofts,A250,,Stuart M Crofts,,
Roy Albert Crowson,A251,Q263054,Roy Albert Crowson,,
Astrid Cruaud,A252,Q52693287,Astrid Cruaud,,
Jane Cruickshank,A253,Q21458158,Jane Cruickshank,,
György Csòka,A254,Q30066739,György Csòka,,
Jan Cuppen,A255,,Jan Cuppen,,
Hub P J J Cuppen; H P J J Cupppen,A256,Q115814523,Hub P J J Cuppen,,
Marcos Roca-Cusachs,A257,Q27185836,Marcos Roca-Cusachs,,
Lucien Cuénot,A258,Q923187,Lucien Cuénot,,
Leander Czerny,A259,Q872729,Leander Czerny,Franz Czerny,
Jean-Pierre D'Hondt,A260,,Jean-Pierre D'Hondt,,
M J Dallwitz,A261,,Michael J Dallwitz,,
Greg Daniels,A262,Q22107505,Greg Daniels,,
Holger Heinrich Dathe,A263,Q1624525,Holger Heinrich Dathe,,
Philippe Dauguet,A264,,Philippe Dauguet,,
Olivia K Davies,A265,,Olivia K Davies,,
Murray Dawson,A266,Q107319357,Murray Dawson,Murray Ian Dawson,
Michael C Day,A267,Q107620152,Michael Charles Day,,
Marc Debreuil,A268,Q107379547,Marc Debreuil,,
Bernard Defaut,A269,,Bernard Defaut,,
Wouter Dekoninck,A270,Q42602657,Wouter Dekoninck,,
M J Delany,A271,Q70370821,Michael James Delany,,
Mathilde Delaunay,A272,Q53500519,Mathilde Delaunay,,
Jeroen J C W van Delft; Jeroen van Delft,A273,,Jeroen van Delft,,
Juan Antonio Delgado,A274,Q22114211,Juan Antonio Delgado,,
Bo Delling,A275,,Bo Delling,,
Laurent Demongin,A276,Q112513933,Laurent Demongin,,
Jenny Dent,A277,,Jenny Dent,,
Luc Denys,A278,Q84126126,Luc Denys,,
Valeriu Derjanschi,A279,Q116215922,Valeriu Derjanschi,Valeriu V Derzhansky,
Vincent Derreumaux,A280,,Vincent Derreumaux,,
Konjev Desender,A281,Q55027184,Konjev Desender,,
Raymond Despax,A282,Q21339840,Raymond Despax,,
Michel Dethier,A283,,Michel Dethier,,
Wilhelm van Deurs,A284,Q55027239,Wilhelm van Deurs,,
Dragon Research & Development,A285,,Dragon Research & Development,,
Hendrik Devriese,A286,Q30247933,Hendrik Devriese,,
Maël Dewynter,A287,Q50026160,Maël Dewynter,,
Annemarie van Diepenbeek,A288,,Annemarie van Diepenbeek,,
Olaf Diestelhorts,A289,Q107631288,Olaf Diestelhorst,,
Dominic Dijkshoorn,A290,,Dominic Dijkshoorn,,
Torsten Dikow,A291,Q28946171,Torsten Dikow,,
Paride Dioli,A292,Q3895844,Paride Dioli,,
R H L Disney,A293,Q21338435,Ronald Henry Lambert Disney,,
Per Djursvoll,A294,Q76900404,Per Djursvoll,,
Dieter Doczkal,A295,Q111460873,Dieter Doczkal,,
Serge Doguet,A296,Q46999344,Serge Doguet,,
Hermann Dollfuss,A297,Q107663618,Hermann Dollfuss,,
Camiel Doorenweerd,A298,Q21395465,Camiel Doorenweerd,,
James B Dorey,A299,Q61260111,James B Dorey,,
Per Douwes,A300,,Per Douwes,,
Martin Drake; C Martin Drake,A301,Q106755940,Christopher Martin Drake,,
Robert D Dransfield,A302,,Robert David Dransfield,,
Claudia Drees,A303,Q1097404,Claudia Drees,,
Bas Drost,A304,,Bastiaan Drost,Bastiaan J W Drost,
Daan Drukker,A305,,Daan Drukker,,
A Y Dubrovsky,A306,,A Y Dubrovsky,,
Evelyn Arthur Joseph Duffy,A307,Q28519220,Evelyn Arthur Joseph Duffy,,
Jan J van Duinen,A308,,Jan J van Duinen,,
H Duistermaat; Leni Duistermaat,A309,Q21511026,Helena Duistermaat,Leni Duistermaat,
Milagros Pilar Mier Durante,A310,Q21388712,Milagros Pilar Mier Durante,,
Ahmet Dursun,A311,Q28727074,Ahmet Dursun,,
François Dusoulier,A312,Q81332443,François Dusoulier,,
Libor Dvořák,A313,Q42066508,Libor Dvořák,,
Juan Ángel Díaz,A314,Q21389388,Juan Ángel Díaz,,
R D Eady,A315,Q55029900,Ronald Dennis Eady,,
Andreas Werner Ebmer,A316,Q21394024,Andreas Werner Ebmer,,
André van Eck,A317,,André van Eck,,
Chris Ecroyd,A318,Q105332711,Chris Ecroyd,Christopher E Ecroyd,
Christian Schmid-Egger,A319,Q21341757,Christian Schmid-Egger,,
Bengt Ehnström,A320,,Bengt Ehnström,,
Santos Eizaguirre,A321,Q107495034,Santos Eizaguirre,,
Disa Eklöf,A322,,Disa Eklöf,,
Claes U Eliasson,A323,,Claes U Eliasson,,
J M Elliot,A324,Q107574975,John Malcolm Elliott,,
Michael Elliot,A325,,Michael Elliot,,
Willem N Ellis,A326,,Willem Nicolaas Ellis,,
G W Elmes,A327,,Graham Wakely Elmes,,
Håkan Elmqvist,A328,,Håkan Elmqvist,,
Hallvard Elven,A329,Q45159848,Hallvard Elven,,
Fritz Isadore van Emden,A330,Q21339945,Fritz Isidore van Emden,,
C C Emig,A331,Q2965133,Christian Charles Emig,,
Willie van Emmerik,A332,Q131443240,Willie van Emmerik,Willie A M van Emmerik,
Mark Engels,A333,,Mark Engels,,
Eduard Enslin,A334,Q14927970,Eduard Enslin,,
Hermes Escalona,A335,Q21339759,Hermes Escalona,Hermes E Escalona,
Francisco Español,A336,Q8962174,Francisco Español,﻿Francisco Español i Coll,
Marina Blas Esteban,A337,Q21338266,Marina Blas Esteban,Marina Blas,
Howard E Evans,A338,Q4529589,Howard Ensign Evans,,
Chris Evenhuis,A339,,Chris Evenhuis,,
Louis Fage,A340,Q919310,Louis Fage,Jean Baptiste Louis Fage,
Louis Falcoz,A341,Q55031486,Louis Falcoz,,
Steven Falk,A342,,Steven Falk,,
Pierre Fauvel,A343,Q23749222,Pierre Fauvel,Pierre Louis André Fauvel,
Patrick Favre,A344,,Patrick Favre,,
Rob Felix,A345,Q96433469,Rob Felix,,
Ron Felix,A346,Q27834175,Ron Felix,,
N D M Fergusson,A347,Q107379803,Nigel Donald MacDade Fergusson,,
Tjomme Fernhout,A348,,Tjomme Fernhout,,
Gianluca Ferreti,A349,,Gianluca Ferretti,,
Charles Ferrière,A350,,Charles Ferrière,,
Dieter Fiege,A351,Q25998029,Dieter Fiege,,
José Manuel Tierno de Figueroa,A352,Q56452332,José Manuel Tierno de Figueroa,,
Michael G Fitton,A353,Q22107067,Michael Geoffrey Fitton,,
Cene Fišer,A354,Q21388420,Cene Fišer,,
Arne Fjellberg,A355,Q11959022,Arne Fjellberg,,
Kjell Ivar Flatberg,A356,,Kjell Ivar Flatberg,,
Alice Pruvot-Fol,A357,Q2836648,Alice Pruvot-Fol,,
Evelyn Cecil Muschamp d'Assis-Fonseca,A358,Q5321781,Evelyn Cecil Muschamp d'Assis-Fonseca,,
Paolo Fontana,A359,Q48977918,Paolo Fontana,,
